,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,268.9276813903223,26.264072456868526,31.775800652954906,88.17868092890856,164.39896441091625,91.34596701706946,64.86840203373623,181.11479309844438,3.4699766701153116,-230.33786711030325,28.784290696940854,-180.4330767932769,55.851763276317484,114.10893037696647,87.67542420200452,78.12123275120817,-44.39785471899053,-20.824360450919308,70.14510524382334,123.02411492951319,102.22337310621076,228.70468891042322,114.62661500583383,45.131083726731575,44.79520060899206,294.0088227496015,-22.32708573041046,78.79113946743604,-297.091106682607,188.50675417739228,-204.45760665566746,111.196364215421,124.17804957031274,66.75950344070344,-13.212729927601185,187.10123711395232,-165.55457236406406,-199.55299910664795,38.79858936561004,-40.928318167871765,32.891561987996326,-106.86420988266688,96.41783579361564,-148.2006900580045,-84.47387718642037,-122.21018819208113,-68.96321953849828,-45.174212042990426,135.4369166435526,-155.49444774345613,339.3445807337554,32.91641773462468,-162.02769110732342,-178.75897972295425,-12.173964210465986,-45.13113456925955,488.90861690821407,-393.71498478385047,-7.925875733316083,98.01514510567574,2.2546628893626135,74.95698508997847,36.87865406486843,36.252933056116426,-105.20515256231165,-153.4245279364246,-79.87175877170705,-95.58149080180094,25.794680497782164,101.99080408532004,99.60696116751328,-259.0457845553936,-71.2748236203449,-219.36865068294065,77.7863017691077,43.640881679738314,70.98846098621694,286.3601546356558,209.38086198963043,68.56054694720963,-79.56676531849317,7.612812160392588,34.38024544417824,-143.51402159476115,2.361439552710017,-262.81262757585114,149.90437325252634,-235.00419952868307,-61.067914396752485,59.69474641594816,53.6764153501459,-22.967565950492457,-131.7016454517685,-148.0977879840352,-150.40925997328753,-167.92700620200637,-45.47159153478087,-160.09026393838866,-360.8464872611065,90.87900474740658,212.86849339682254,-39.36818041574058,91.10408612049807,-7.64820775294848,-201.40068411231692,40.232227231566924,5.309725956228511,232.3081541976416,144.76343931194532,305.35978156744517,115.69493837075292,199.5199534096276,5.32454452205951,-81.77166883342592,73.2509539345989,43.75646232030619,51.52127403368026,5.136196592923827,-74.15769153553492,-215.92897618015246,164.49961958607855,-146.4106730223536,-106.69152138801417,130.27995508888128,3.026638751247406,247.5514729985187,-204.92061189247949,-250.78923909856852
